Branche ,Date, Committer, #Files ,Cov Lines ,Tot lines ,Percentage ,Url ,Local ref
 master ,Thu Sep 07 00:00:00 CEST 2017, by vlm, 47 ,3723 ,6309 ,59.01 ,https://coveralls.io/builds/13162068 ,01
 master ,Thu Sep 07 00:00:00 CEST 2017, by vlm, 47 ,3737 ,6315 ,59.18 ,https://coveralls.io/builds/13163887 ,02
 master ,Fri Sep 08 00:00:00 CEST 2017, by vlm, 47 ,3750 ,6359 ,58.97 ,https://coveralls.io/builds/13180938 ,03
 master ,Sun Sep 10 00:00:00 CEST 2017, by vlm, 47 ,3750 ,6359 ,58.97 ,https://coveralls.io/builds/13201961 ,04
 master ,Mon Sep 11 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13215566 ,06
 master ,Mon Sep 11 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13215836 ,07
 master ,Mon Sep 11 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13217679 ,08
 master ,Mon Sep 11 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13217770 ,09
 master ,Tue Sep 12 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13239210 ,10
 master ,Wed Sep 13 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13246719 ,11
 master ,Wed Sep 13 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13246888 ,12
 master ,Wed Sep 13 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13246985 ,13
 master ,Wed Sep 13 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13247535 ,14
 master ,Wed Sep 13 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13248244 ,15
 master ,Wed Sep 13 00:00:00 CEST 2017, by web-flow, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13253195 ,16
 master ,Wed Sep 13 00:00:00 CEST 2017, by web-flow, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13253497 ,17
 master ,Wed Sep 13 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13261806 ,18
 master ,Wed Sep 13 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13261943 ,19
 master ,Wed Sep 13 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13264317 ,20
 master ,Thu Sep 14 00:00:00 CEST 2017, by web-flow, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13274387 ,21
 master ,Thu Sep 14 00:00:00 CEST 2017, by web-flow, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13278079 ,22
 master ,Thu Sep 14 00:00:00 CEST 2017, by web-flow, 47 ,3755 ,6363 ,59.01 ,https://coveralls.io/builds/13278974 ,23
 master ,Sat Sep 16 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6361 ,59.03 ,https://coveralls.io/builds/13299014 ,26
 master ,Sat Sep 16 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6361 ,59.03 ,https://coveralls.io/builds/13299110 ,27
 master ,Mon Sep 18 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6368 ,58.97 ,https://coveralls.io/builds/13312438 ,28
 master ,Mon Sep 18 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6368 ,58.97 ,https://coveralls.io/builds/13313703 ,29
 master ,Mon Sep 18 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6368 ,58.97 ,https://coveralls.io/builds/13314013 ,30
 master ,Tue Sep 19 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6368 ,58.97 ,https://coveralls.io/builds/13328515 ,31
 master ,Tue Sep 19 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6368 ,58.97 ,https://coveralls.io/builds/13329484 ,32
 master ,Tue Sep 19 00:00:00 CEST 2017, by web-flow, 47 ,3755 ,6368 ,58.97 ,https://coveralls.io/builds/13345273 ,35
 master ,Fri Sep 22 00:00:00 CEST 2017, by web-flow, 47 ,3755 ,6368 ,58.97 ,https://coveralls.io/builds/13388071 ,36
 master ,Wed Sep 27 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6368 ,58.97 ,https://coveralls.io/builds/13447231 ,37
 master ,Wed Sep 27 00:00:00 CEST 2017, by web-flow, 47 ,3755 ,6368 ,58.97 ,https://coveralls.io/builds/13447245 ,38
 master ,Wed Sep 27 00:00:00 CEST 2017, by web-flow, 47 ,3755 ,6368 ,58.97 ,https://coveralls.io/builds/13447472 ,39
 master ,Wed Sep 27 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6368 ,58.97 ,https://coveralls.io/builds/13449755 ,48
 master ,Sat Sep 30 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6453 ,58.19 ,https://coveralls.io/builds/13507974 ,49
 master ,Sat Sep 30 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6453 ,58.19 ,https://coveralls.io/builds/13508000 ,50
 master ,Sun Oct 01 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6453 ,58.19 ,https://coveralls.io/builds/13513220 ,51
 master ,Sun Oct 01 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6453 ,58.19 ,https://coveralls.io/builds/13516990 ,52
 master ,Mon Oct 02 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6457 ,58.15 ,https://coveralls.io/builds/13521870 ,53
 master ,Mon Oct 02 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6457 ,58.15 ,https://coveralls.io/builds/13521981 ,54
 master ,Mon Oct 02 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6457 ,58.15 ,https://coveralls.io/builds/13522000 ,55
 master ,Mon Oct 02 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6457 ,58.15 ,https://coveralls.io/builds/13522072 ,56
 master ,Mon Oct 02 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6457 ,58.15 ,https://coveralls.io/builds/13522121 ,57
 master ,Tue Oct 03 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6457 ,58.15 ,https://coveralls.io/builds/13540430 ,58
 master ,Wed Oct 04 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6457 ,58.15 ,https://coveralls.io/builds/13557192 ,59
 master ,Wed Oct 04 00:00:00 CEST 2017, by vlm, 47 ,3755 ,6457 ,58.15 ,https://coveralls.io/builds/13557871 ,60
 master ,Wed Oct 04 00:00:00 CEST 2017, by vlm, 47 ,3842 ,6568 ,58.5 ,https://coveralls.io/builds/13559758 ,61
 master ,Wed Oct 04 00:00:00 CEST 2017, by vlm, 47 ,3842 ,6568 ,58.5 ,https://coveralls.io/builds/13561953 ,62
 master ,Thu Oct 05 00:00:00 CEST 2017, by web-flow, 47 ,3842 ,6568 ,58.5 ,https://coveralls.io/builds/13576790 ,63
 master ,Thu Oct 05 00:00:00 CEST 2017, by web-flow, 47 ,3842 ,6568 ,58.5 ,https://coveralls.io/builds/13577935 ,64
 master ,Thu Oct 05 00:00:00 CEST 2017, by vlm, 47 ,3842 ,6568 ,58.5 ,https://coveralls.io/builds/13579097 ,65
 master ,Thu Oct 05 00:00:00 CEST 2017, by vlm, 47 ,3842 ,6568 ,58.5 ,https://coveralls.io/builds/13579544 ,66
 master ,Thu Oct 05 00:00:00 CEST 2017, by vlm, 47 ,3842 ,6568 ,58.5 ,https://coveralls.io/builds/13588894 ,67
 master ,Thu Oct 05 00:00:00 CEST 2017, by vlm, 47 ,3842 ,6568 ,58.5 ,https://coveralls.io/builds/13594227 ,68
 master ,Fri Oct 06 00:00:00 CEST 2017, by vlm, 47 ,3842 ,6568 ,58.5 ,https://coveralls.io/builds/13597523 ,69
